,Country,Grape,Sweetness,Colour,Style,Closure,abv,Units,Description,Link
55,Italy,Cortese,Dry,White Wine,Fresh Whites,Screwcap,11.5,8.6,"Gavi is a small town and winemaking sub-region in the far south-east corner of Piedmont, around 50km inland of the Med, famed for the Cortese grape which is indigenous to the north of Italy, and a popular feature in the restaurants of the Ligurian coast. Zippy, fresh and predominantly citrus-flavoured wine, with a racy lime-zest and nettle aroma. Refreshingly clean on the palate, with enduring, mouthwatering acidity. Drink with spaghetti genovese, or any fresh seafood dish.",https://www.majestic.co.uk/Gavi-zid13199
56,Italy,Montepulciano,Non,Red Wine,Light Reds,Screwcap,12.0,9.0,"As seen on TV. Montepulciano d'Abruzzo, not to be confused with the Tuscan village of the same name, is made from the Montepulciano grape variety from the Abruzzi region. This is the signature wine from the area, with coastal plantings at the foot of the Apennines mountains. Whilst standards in this region can vary, this is a reliable, medium-bodied wine with lots of red cherry fruit and soft supple tannins. The ripeness of the fruit and the soft tannic structure make this the perfect party wine or for drinking with light pork dishes.",https://www.majestic.co.uk/Montepulciano-d-Abruzzo-zid13776
57,Spain,Viura,Dry,White Wine,Creamy Whites,Natural Cork,12.5,9.4,"López de Haro manually harvest the grapes used to make this wine bunch by bunch from vineyards in the Sonsierra area of La Rioja Alta. The vines are aged between 50 and 80 years and are planted on the foothills of the Tolono Mountains. An interesting and complex wine. Ripe fruit flavours with notes of date and banana results in a mouth filling finish and pleasant aftertaste. Enjoy with buttery roast chicken, mildly spiced dishes or even fish and chips.",https://www.majestic.co.uk/Rioja-Blanco-zid14561
58,New Zealand,Chardonnay,Dry,White Wine,Peachy Whites,Screwcap,13.0,9.8,"On the beautiful east coast of New Zealand a group of independent grape growers grew tired of seeing their hard work disapeering into the blends of the massive wine brands and decided to branch out and produce wine for themselves. Tu Meke is the result. Intense yet balanced.  Peach, nectarine and citrus. Refreshing fruit and a creamy richness.  This wine has it all. Best with meaty fish or creamy chicken dishes",https://www.majestic.co.uk/Tu-Meke-Chardonnay-Gisborne-zid37366
59,Italy,Pinot Grigio/Gris,Dry,White Wine,Fresh Whites,Screwcap,12.0,9.0,"From one of Italy's greatest producers comes this Pinot Grigio, grown in the hills around Montalcino, and made in the unmistakabe delicate Italian style. Using only free-run juice means minimal skin contact for delicate colour and lightness of body. The warm Tuscan climate gives the delicate Pinot Grigio grape the ripeness and softness that really brings out the pear, melon and banana aromas, and softens the acidity on the palate. A lively yet easy-going wine, which can be enjoyed on its own, or with white fish or light poultry dishes.",https://www.majestic.co.uk/Serena-Pinot-Grigio-zid13819
60,France,Cabernet Sauvignon,Non,Red Wine,Mature Reds,Natural Cork,13.0,9.8,"Located in the Haut-Médoc part of Pauillac, Coufran is notable for its unusually high proportion of Merlot, which forms around 85% of the blend. Being a more typical feature of right-bank wines, this has earned Coufran the nickname 'Pomerol of Haut-Médoc'. This wine has a soft, fleshy and ample feel, combining soft bramble and ripe plum flavours with smooth tannins. Subtle cedar and leaf aromas complete the picture. Ready to drink now, with firm cheeses.",https://www.majestic.co.uk/Chateau-Coufran-zid01035
61,Australia,Syrah-Shiraz,Non,Red Wine,Spicy Reds,Screwcap,14.0,10.5,Yering Station is Victoria's oldest vineyard (planted in 1838) and is located in the heart of the Yarra Valley just north of Melbourne. The elms refer to an avenue of 330 elm trees planted by the owner in the 1850s to welcome his new bride to the property. The nose is spicy and aromatic with clove and black pepper.  The palate is fruity and intense with a hint of chocolate.  Rich and smooth with soft tannin the finish is long and full flavoured. Try this with all roast or barbecued meats.,https://www.majestic.co.uk/Yering-Station-The-Elms-Shiraz-zid19154
62,Non,Pinot Gris,Dry,Rosé Wine,Non,Screwcap,13.0,9.8,The sister wine to our best selling Sauvignon Blanc and every bit as delicious. Pinot Gris and Pinot Noir are gently pressed to extract  colour while minimising tannin.  Yeast strains are selected to  enhance aromatic intensity. On the nose and palate this wine is all about summer berries  matched with a creamy texture.  The acidity is well balanced with just the slightest hint of structure from the Pinot Noir. A perfect match for seafood based rice dishes such as risotto or paella,https://www.majestic.co.uk/The-Ned-Rose-zid08042
63,South Africa,Cabernet Sauvignon,Non,Red Wine,Blackcurrant Reds,Screwcap,14.0,10.5,"This was named in honour of one of the estate's former owners, Reg Merriman Nicholson, who lived and worked as winemaker at Rustenberg for 30 years. Small batches of each variety are vinified separately, blended, then aged in oak for 7 mths for good integration. Blackcurrant aromas are complemented by notes of dried herbs and black pepper. The palate is fleshy and firmly structured, with weighty red fruit flavours and bold tannins. Correctly cellared, this wine will continue to improve, and keep for 8-10 years.",https://www.majestic.co.uk/Rustenberg-RM-Nicholson-zid20259
64,South Africa,Merlot,Non,Red Wine,Smooth Reds,Natural Cork,14.0,10.5,The Philadelphia region just outside  Durbanville is a relative newcomer to wine production and the Capaia estate was founded on a old fruit farm in 1997 by Count Stephan von Neipperg the owner of the famous St Emilion chateaux Canon La Gaffeliere and La Mondotte.  The winery is run on the principles of a French chateau with all the grapes used to make the wines grown on the estate.  This wine is a classic blend of Bordeaux varieties with classic flavours of cassis and dark cherry.  The structure of the wine will allow it to develop in cellar for up to 10 years.,https://www.majestic.co.uk/Capaia-Merlot-Cabernet-zid20300
65,France,Syrah-Shiraz,Non,Red Wine,Spicy Reds,Natural Cork,12.5,9.4,"The northern Rhône's biggest appellation, sufficiently similar to the great Hermitage to have earned the right to affix that name to it. Like Hermitage it is made from 100% Syrah. This wine offers seductive plum-rich fruit with a twist of smoky spice on the finish. Delicious with roast meats, game and casseroles.",https://www.majestic.co.uk/Crozes-Hermitage-zid06341
66,Chile,Pinot Noir,Non,Red Wine,Smooth Reds,Screwcap,14.0,10.5,"This wine is sourced from Bio Bio and vinified at a state-of-the art winery in neighbouring Maipo Valley. Following a cold soak, the grapes are fermented with selected yeasts, and matured without oak for a fruit-focused character. Jam-packed with red fruits on both nose and palate, this Pinot Noir is awash with raspberry, strawberry and redcurrant fruit, framed by supple tannins and gentle hints of floral and pepper. A great partner for tender pork loin.",https://www.majestic.co.uk/First-Class-Pinot-Noir-zid39341
67,Spain,Godello,Dry,White Wine,Fresh Whites,Screwcap,13.0,9.8,"Grown throughout the north-west of Spain, in the past Godello has most often been used as a constituent for blends, but has gained increasing recognition as a quality varietal in its own right. A delicate yet multi-faceted nose of lemon, crunchy pear, melon and subtle floral notes marries with a palate of remarkable texture and a lengthy, citrus zest finish. Drink with grilled sardines or salt cod.",https://www.majestic.co.uk/As-Caixas-Godello-zid14519
68,Slovenia,Sauvignon Blanc,Dry,White Wine,Zingy Whites,Screwcap,12.6,9.5,"Made by the leading producer in Slovenia this co-op has over 400 individual growers cultivating over 1,000 hectares and has been going for over 50 years. This fresh and elegant blend leads with delicate aromas and flavours of green apple and white flowers followed by an impressive fruity finish with, perhaps, just a touch of herbs. Perfect with vegetable risottos.",https://www.majestic.co.uk/Krasno-Sauvignon-Blanc-Ribolla-zid21001
69,Chile,Merlot,Non,Red Wine,Plummy Reds,Screwcap,13.5,10.1,"Errazuriz source their wines from a range of vinyard sites in the central part of Chile, where the Mediterranean climate and cold nights encourage good fruit purity. Only 50% of the wine has been aged in French oak for added complexity, while retaining fruit character. Youthful in character with a bright crimson colour. A fruit-driven nose, with plenty of soft plum and bramble, and the merest hint of vanilla and spice from the oak, and the blend's 15% Carmenere. Equally at home with pasta in simple tomato-based sauces, as it is with red meat, grilled chops or sausages.",https://www.majestic.co.uk/Errazuriz-Estate-Series-Merlot-zid39244
70,France,Chardonnay,Dry,White Wine,Appley Whites,Natural Cork,12.5,9.4,"The majority of the fruit for this wine was sourced from the superior quality vineyards from around the village of Loché, southwest of Mâcon in southern Burgundy. Made in a fresh, clean and fruity style with subtle green apple and pear flavours with a pleasant minerally finish. A nice apéritif, this will also partner fish dishes and chicken well.",https://www.majestic.co.uk/Macon-Villages-Les-Roches-Blanches--zid04117
71,France,Sauvignon Blanc,Dry,White Wine,Zingy Whites,Natural Cork,13.0,9.8,"Paul Thomas has the largest vineyard holding on the steeply sloping hill of Chavignol, reckoned to be the finest area in Sancerre for the production of top class Sauvignon Blanc. Elegant and expressive nose, great purity of gooseberry and citrus fruit complemented by a steely, vibrant minerality. Try with grilled asparagus and whitebait or if you fancy something low-key, why not alongside fish and chips?",https://www.majestic.co.uk/Sancerre-Chavignol-zid05237
72,Portugal,Arinto,Dry,White Wine,Fresh Whites,Screwcap,12.0,9.0,"Vinho Verde is made in the north-western corner of Portugal, and is a category of young wines that can be made from a range of grapes. This example is made from the indigenous variety Arinto, and undergoes a period of maturation on fine lees to achieve a richer flavour. Crisp and dry, with delicate flavours of soft citrus fruit, melon and green apple, and aromatic hints of blossom and white pepper. The palate offers refreshing sherbet suggestions. A great match for prawns with an aromatic, spicy dressing.",https://www.majestic.co.uk/Casal-de-Ventozela-zid15008
73,New Zealand,Sauvignon Blanc,Dry,White Wine,Tropical Whites,Screwcap,13.5,10.1,"Cloudy Bay Vineyards was established in 1985 in the Wairau Valley in Marlborough at the northern end of New Zealand’s South Island. Possibly the most prestigious Sauvignon Blanc in the world, it definitely lives up to its reputation. A wine full of fresh herbal aromas and layers of ripe guava and tropical fruit. Gooseberries and passion fruit on the medium-full body; the palate is succulent and crisp with a long flavoursome finish. Superbly refreshing served chilled on a sunny day, this is also a great match for meat or vegetarian stuffed peppers.",https://www.majestic.co.uk/Cloudy-Bay-Sauvignon-Blanc-zid37043
